case_id,source,policy,termination_reason,project_completed,project_constraints_satisfied,logical_actions,developer_equity_npv_cents,total_project_npv_cents,receipt_status,inclusion_status,run_plan_sha256,replay_verified,coalition_decision
datacenter_development_v1.worlds_v2.liability_transfer_001,world_pack,adopt_every_counter,developer_walk,False,False,23,-1100000000,-1100000000,ok,included,b2731f88a04bc7c66f2500c063fb1119d4b4c2fd97402a3431bad3999f9a06e6,True,
datacenter_development_v1.worlds_v2.liability_transfer_002,world_pack,scripted,agreement_stack_executed,True,True,18,70481811578,71680964223,ok,included,ed93d9d566e876dd1863a53096ffd447dce18a65f0ea9a62761761afafafca89,True,
datacenter_development_v1.worlds_v2.liability_transfer_002,world_pack,walk_away,developer_walk,False,False,1,-1500000000,-1500000000,ok,included,000bd0c4bc7133850741ffa4167f4cb5641c0711744b5c72026929da4d83cae9,True,
datacenter_development_v1.worlds_v2.liability_transfer_002,world_pack,adopt_every_counter,developer_walk,False,False,23,-1500000000,-1500000000,ok,included,26fc55d8db8c40dfcf256992bb5a8d60d8819b9cf449313ac07d0bd68c4d3f6e,True,
datacenter_development_v1.worlds_v2.liability_transfer_003,world_pack,scripted,agreement_stack_executed,True,True,18,67847635168,69006693498,ok,included,f1fddf81c57e86bd0ee193d319a167f7773a24a6c3d46268b3cdea106eff0fa2,True,
datacenter_development_v1.worlds_v2.liability_transfer_003,world_pack,walk_away,developer_walk,False,False,1,-800000000,-800000000,ok,included,1238c75de7c3e8e80c33746382ae6b5afbb49be539cff2b414a404c7cd75b6ab,True,
datacenter_development_v1.worlds_v2.liability_transfer_003,world_pack,adopt_every_counter,developer_walk,False,False,23,-800000000,-800000000,ok,included,d7999491d5a77de383fb119889d7806c685c937f31f91b6c0d955a68b1c088fc,True,
datacenter_development_v1.worlds_v2.liability_transfer_004,world_pack,scripted,agreement_stack_executed,True,True,18,70427633679,71626667758,ok,included,c821f8450eb20d3cb1057ed6ae302f443b4ecadafd6dbf17716e9f008ca5e93d,True,
datacenter_development_v1.worlds_v2.liability_transfer_004,world_pack,walk_away,developer_walk,False,False,1,-1100000000,-1100000000,ok,included,892de5eaf084ed008917c319a35f8ad85d408924b4ba005ae13ceb37ad57113a,True,
datacenter_development_v1.worlds_v2.liability_transfer_004,world_pack,adopt_every_counter,developer_walk,False,False,23,-1100000000,-1100000000,ok,included,9e5e57478fe2a8b6c48d851f9f3d7f656b02d244f062cb11f48ded5e2ae410de,True,
datacenter_development_v1.worlds_v2.verbal_written_divergence_001,world_pack,scripted,agreement_stack_executed,True,True,18,58801094133,60555770323,ok,included,a812e37108128227a14a95bb4fb9a18eaf54177c7caf0b6f870ad3017370b057,True,
datacenter_development_v1.worlds_v2.verbal_written_divergence_001,world_pack,walk_away,developer_walk,False,False,1,-1500000000,-1500000000,ok,included,2665bfb2ad3b6f42ec37a5f4c077f5dbaef300e48935177ad3c378c928771d14,True,
